                       fs   mms    cms    cms1   cms2   cms     mms2
fe126e                91.0    4.2  0.720  0.734  0.723  0.728    4.2 
FE103En               83.0    2.5  1.65   1.74   1.44   1.59     2.1 
fw208n                29.0   40.0  0.000  0.750  0.753  0.752   40.2 
FE108ES               77.0    2.7  1.59   1.67   1.58   1.63     2.6 
FE126E                91.0    4.2  0.720  0.734  0.723  0.728    4.2 
FE126En               83.0    2.8  1.35   1.47   1.31   1.39     2.5 
FE166En               53.0    6.8  1.47   1.53   1.33   1.43     5.9 
FE206En               45.0   12.2  1.17   1.23   1.03   1.13    10.2 
FE83En               165.0    1.5  0.622  0.655  0.608  0.631    1.4 
